section	context	id	ru_source	kk_draft	review_status
catalog	src/i18n/catalog.ts	«Печенье ассорти»	«Печенье ассорти»	«Печенье ассортиі»	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	«Подушка ассорти»	«Подушка ассорти»	«Жастықша ассортиі»	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	«Подушка с творогом и бананом»	«Подушка с творогом и бананом»	«Сүзбе мен банан қосылған жастықша»	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	«Подушка шоколадная»	«Подушка шоколадная»	«Шоколадты жастықша»	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	«Профитроли»	«Профитроли»	«Профитрольдер»	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	«Самса Пармуда»	«Самса Пармуда»	«Пармуда самсасы»	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	«Самса с картофелем»	«Самса с картофелем»	«Картопты самса»	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	«Самса с курицей»	«Самса с курицей»	«Тауық етті самса»	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	«Самса Самаркандская»	«Самса Самаркандская»	«Самарқанд самсасы»	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	«Сосиска в тесте»	«Сосиска в тесте»	«Қамырдағы сосиска»	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	«Сытный завтрак»	«Сытный завтрак»	«Тойымды таңғы ас»	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	0.25 кг	0.25 кг	0,25 кг	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	0.5 кг	0.5 кг	0,5 кг	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	2 вида треугольника — шоколадный и с варёной сгущёнкой, конфетка с пломбирным кремом	2 вида треугольника — шоколадный и с варёной сгущёнкой, конфетка с пломбирным кремом	Үшбұрыштың 2 түрі — шоколадты және пісірілген қоюлатылған сүтті, пломбир кремді кәмпит	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	26 см	26 см	26 см	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	3 вида песочных конфеток: шоколадный, рафаэлло, с варёной сгущёнкой	3 вида песочных конфеток: шоколадный, рафаэлло, с варёной сгущёнкой	Үгілмелі кәмпиттің 3 түрі: шоколадты, рафаэлло, пісірілген қоюлатылған сүтті	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	4 вида тартов: с курагой, шоколадный, фисташковый и сметанный	4 вида тартов: с курагой, шоколадный, фисташковый и сметанный	Тарттың 4 түрі: өрік қақ қосылған, шоколадты, пістелі және қаймақты	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Баклажан, соус кисло-сладкий, чиз крем, черри помидоры, руккола	Баклажан, соус кисло-сладкий, чиз крем, черри помидоры, руккола	Баялды, қышқыл-тәтті соус, чиз-крем, черри қызанағы, рукола	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Бисквит, варёная сгущёнка, орехи, сверху покрыто шоколадом	Бисквит, варёная сгущёнка, орехи, сверху покрыто шоколадом	Бисквит, пісірілген қоюлатылған сүт, жаңғақ, үсті шоколадпен қапталған	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Бисквитные коржи, крем чиз, начинка ананас-малина-банан	Бисквитные коржи, крем чиз, начинка ананас-малина-банан	Бисквит қабаттары, крем-чиз, ананас-таңқурай-банан салмасы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Бисквитные коржи, сметанный крем, начинка ананас-малина	Бисквитные коржи, сметанный крем, начинка ананас-малина	Бисквит қабаттары, қаймақты крем, ананас-таңқурай салмасы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Бисквитные коржи, сметанный крем, начинка из ананаса и малины	Бисквитные коржи, сметанный крем, начинка из ананаса и малины	Бисквит қабаттары, қаймақты крем, ананас пен таңқурай салмасы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Воздушное дрожжевое тесто, маковая начинка	Воздушное дрожжевое тесто, маковая начинка	Жұмсақ ашытқылы қамыр, көкнәр салмасы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Воздушное дрожжевое тесто, начинка из варёной сгущёнки	Воздушное дрожжевое тесто, начинка из варёной сгущёнки	Жұмсақ ашытқылы қамыр, пісірілген қоюлатылған сүт салмасы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Воздушное дрожжевое тесто, начинка из домашнего творога	Воздушное дрожжевое тесто, начинка из домашнего творога	Жұмсақ ашытқылы қамыр, үй сүзбесінің салмасы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Воздушное дрожжевое тесто, начинка из орехов	Воздушное дрожжевое тесто, начинка из орехов	Жұмсақ ашытқылы қамыр, жаңғақ салмасы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Воздушное тесто, сосиска	Воздушное тесто, сосиска	Жұмсақ қамыр, сосиска	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Выпечка	Выпечка	Пісірмелер	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Говяжий фарш, специи	Говяжий фарш, специи	Сиыр етінің тартпасы, дәмдеуіштер	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Для семьи и компании	Для семьи и компании	Отбасы мен достарға арналған	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Домашние и праздничные	Домашние и праздничные	Үйге және мерекеге арналған	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Дрожжевое слоёное тесто, домашний творог с бананом, сверху сахарная пудра. Упаковка примерно 6-8 шт.	Дрожжевое слоёное тесто, домашний творог с бананом, сверху сахарная пудра. Упаковка примерно 6-8 шт.	Ашытқылы қатпарлы қамыр, банан қосылған үй сүзбесі, үстіне қант ұнтағы себілген. Қаптамада шамамен 6–8 дана.	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Дрожжевое слоёное тесто, шоколадная начинка, сверху шоколад и арахис. Упаковка примерно 6-8 шт.	Дрожжевое слоёное тесто, шоколадная начинка, сверху шоколад и арахис. Упаковка примерно 6-8 шт.	Ашытқылы қатпарлы қамыр, шоколадты салма, үстінде шоколад пен жержаңғақ. Қаптамада шамамен 6–8 дана.	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Заварное тесто с заварным кремом	Заварное тесто с заварным кремом	Қайнатпа крем қосылған қайнатпа қамыр	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Завтрак с лососем	Завтрак с лососем	Арқан балық қосылған таңғы ас	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Завтраки	Завтраки	Таңғы ас	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	К чаю и на компанию	К чаю и на компанию	Шайға және бас қосуға	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Картофель, обжаренный до хрустящей корочки	Картофель, обжаренный до хрустящей корочки	Қытырлақ қабықшаға дейін қуырылған картоп	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Картофель, растительное масло, соль	Картофель, растительное масло, соль	Картоп, өсімдік майы, тұз	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Картофель, яйцо, панировочные сухари, соль, специи	Картофель, яйцо, панировочные сухари, соль, специи	Картоп, жұмыртқа, нан үгіндісі, тұз, дәмдеуіштер	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Картофельные шарики	Картофельные шарики	Картоп домалақтары	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Картошка фри	Картошка фри	Фри картобы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Классическая пепперони на итальянском тесте	Классическая пепперони на итальянском тесте	Итальян қамырындағы классикалық пепперони	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Крошка бисквита, сметанный крем	Крошка бисквита, сметанный крем	Бисквит үгіндісі, қаймақты крем	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Куриная грудка, шампиньоны, кукуруза на итальянском тесте	Куриная грудка, шампиньоны, кукуруза на итальянском тесте	Итальян қамырындағы тауықтың төс еті, қозықұйрық және жүгері	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Куриное мясо, специи	Куриное мясо, специи	Тауық еті, дәмдеуіштер	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Куриное филе в хрустящей панировке	Куриное филе в хрустящей панировке	Қытырлақ аунатпадағы тауық сүбесі	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Куриное филе, яйцо, панировочные сухари, соль, специи	Куриное филе, яйцо, панировочные сухари, соль, специи	Тауық сүбесі, жұмыртқа, нан үгіндісі, тұз, дәмдеуіштер	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Малосольная сёмга, форелевая икра, соус тар-тар на хлебе фитнес	Малосольная сёмга, форелевая икра, соус тар-тар на хлебе фитнес	Фитнес нанындағы әлсіз тұздалған арқан балық, форель уылдырығы және тартар соусы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Медовые коржи, нежный крем из сметаны	Медовые коржи, нежный крем из сметаны	Бал қабаттары, нәзік қаймақты крем	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Микс из 4 тартов: сникерс, с курагой, творожный с малиной, баннофи пай	Микс из 4 тартов: сникерс, с курагой, творожный с малиной, баннофи пай	4 тарт миксі: сникерс, өрік қақ қосылған, таңқурайлы сүзбелі, баноффи пай	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Мини	Мини	Мини	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Многослойный шоколадный торт с кремом со вкусом варёной сгущёнки, кусочками Snickers и шоколадной стружкой по бокам.	Многослойный шоколадный торт с кремом со вкусом варёной сгущёнки, кусочками Snickers и шоколадной стружкой по бокам.	Пісірілген қоюлатылған сүт дәмі бар крем, Snickers бөліктері және жиектерінде шоколад үгіндісі қосылған көп қабатты шоколадты торт.	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Молочный бисквит, клубничная начинка, крем-чиз	Молочный бисквит, клубничная начинка, крем-чиз	Сүтті бисквит, құлпынай салмасы, крем-чиз	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Мягкий картофель, специи	Мягкий картофель, специи	Жұмсақ картоп, дәмдеуіштер	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Наггетсы	Наггетсы	Наггетстер	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Насыщенный шоколад, карамель и арахис	Насыщенный шоколад, карамель и арахис	Қанық шоколад, карамель және жержаңғақ	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Основа из безе, крем-чиз, малиновая начинка	Основа из безе, крем-чиз, малиновая начинка	Безе негізі, крем-чиз, таңқурай салмасы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Песочное тесто, орехи, изюм в перемешку с мёдом	Песочное тесто, орехи, изюм в перемешку с мёдом	Үгілмелі қамыр, балмен араласқан жаңғақ пен мейіз	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Песочное тесто, творог со сметаной, покрыт песочным тестом, посыпан сахарной пудрой	Песочное тесто, творог со сметаной, покрыт песочным тестом, посыпан сахарной пудрой	Үгілмелі қамыр, қаймақ қосылған сүзбе, үсті үгілмелі қамырмен жабылып, қант ұнтағы себілген	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Пирог «Восточный»	Пирог «Восточный»	«Шығыс» бәліші	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Пирог «Классический мини»	Пирог «Классический мини»	«Классикалық мини» бәліші	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Пирог «Наполеон премиум»	Пирог «Наполеон премиум»	«Наполеон премиум» бәліші	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Пирог «Пахлава»	Пирог «Пахлава»	«Пахлава» бәліші	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Пирог медовый	Пирог медовый	Бал бәліші	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Пирог творожный	Пирог творожный	Сүзбелі бәліш	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Пироги	Пироги	Бәліштер	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Пирожное «Картошка»	Пирожное «Картошка»	«Картоп» пирожныйы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Пирожное «Сникерс»	Пирожное «Сникерс»	«Сникерс» пирожныйы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Пирожное «Чёрный принц»	Пирожное «Чёрный принц»	«Қара ханзада» пирожныйы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Пицца «Маргарита»	Пицца «Маргарита»	«Маргарита» пиццасы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Пицца «Пепперони»	Пицца «Пепперони»	«Пепперони» пиццасы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Пицца с курицей и грибами	Пицца с курицей и грибами	Тауық еті мен саңырауқұлақ қосылған пицца	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Пицца	Пицца	Пицца	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Помидоры, лук, яйца, крем чиз, сливочное масло, чеснок, перец болгарский	Помидоры, лук, яйца, крем чиз, сливочное масло, чеснок, перец болгарский	Қызанақ, пияз, жұмыртқа, крем-чиз, сары май, сарымсақ, болгар бұрышы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Порционные десерты	Порционные десерты	Порциялық десерттер	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Праздничные и авторские	Праздничные и авторские	Мерекелік және авторлық	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Салат «Греческий»	Салат «Греческий»	«Грек» салаты	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Салат с хрустящими баклажанами	Салат с хрустящими баклажанами	Қытырлақ баялды салаты	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Салаты	Салаты	Салаттар	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Самса и сытная выпечка	Самса и сытная выпечка	Самса және тойымды пісірмелер	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Свежая, каждый день	Свежая, каждый день	Күн сайын балғын	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Свежо и сытно	Свежо и сытно	Балғын әрі тойымды	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Слоёное тесто, ароматная начинка	Слоёное тесто, ароматная начинка	Қатпарлы қамыр, хош иісті салма	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Слоёное тесто, крем из сливочного масла и премиум сгущёнки	Слоёное тесто, крем из сливочного масла и премиум сгущёнки	Қатпарлы қамыр, сары май мен премиум қоюлатылған сүттен жасалған крем	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Снеки	Снеки	Тіскебасарлар	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Тарты, пирожные, эклеры	Тарты, пирожные, эклеры	Тарттар, пирожныйлар, эклерлер	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Тесто дрожжевое, воздушная начинка: в половине из пломбира, в половине из банана	Тесто дрожжевое, воздушная начинка: в половине из пломбира, в половине из банана	Ашытқылы қамыр, жеңіл салма: жартысы пломбирлі, жартысы бананды	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Тесто итальянское, соус мутти, сыр, помидоры, орегано	Тесто итальянское, соус мутти, сыр, помидоры, орегано	Итальян қамыры, мутти соусы, ірімшік, қызанақ, орегано	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Тесто итальянское, сыр, колбаса, соус мутти, орегано	Тесто итальянское, сыр, колбаса, соус мутти, орегано	Итальян қамыры, ірімшік, шұжық, мутти соусы, орегано	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Тесто итальянское, сыр, соус мутти, куриная грудка, шампиньоны, кукуруза сладкая, маслины, орегано	Тесто итальянское, сыр, соус мутти, куриная грудка, шампиньоны, кукуруза сладкая, маслины, орегано	Итальян қамыры, ірімшік, мутти соусы, тауықтың төс еті, қозықұйрық, тәтті жүгері, зәйтүн, орегано	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Тесто песочное, начинка с кремом рафаэлло	Тесто песочное, начинка с кремом рафаэлло	Үгілмелі қамыр, рафаэлло кремді салма	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Тесто, соус мутти, сыр и томаты — вкус классики	Тесто, соус мутти, сыр и томаты — вкус классики	Қамыр, мутти соусы, ірімшік пен қызанақ — классикалық дәм	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Торт «Корона»	Торт «Корона»	«Тәж» торты	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Торт «Наслаждение»	Торт «Наслаждение»	«Ләззат» торты	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Торт «Прага»	Торт «Прага»	«Прага» торты	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Торт «Принцесса»	Торт «Принцесса»	«Ханшайым» торты	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Торт «Сметанник»	Торт «Сметанник»	«Сметанник» торты	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Торт «София Принцесса»	Торт «София Принцесса»	«София ханшайым» торты	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Торт «Цветочное оформление»	Торт «Цветочное оформление»	«Гүлді безендіру» торты	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Торт «Человек-паук»	Торт «Человек-паук»	«Өрмекші адам» торты	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Торт «Чёрный принц»	Торт «Чёрный принц»	«Қара ханзада» торты	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Торт «Шоколадное оформление»	Торт «Шоколадное оформление»	«Шоколадты безендіру» торты	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Торт Сникерс	Торт Сникерс	«Сникерс» торты	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Торт Money Cake	Торт Money Cake	Money Cake торты	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Торты	Торты	Торттар	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Трайфл «Вупи»	Трайфл «Вупи»	«Вупи» трайфлы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Трайфл «Красный Бархат»	Трайфл «Красный Бархат»	«Қызыл барқыт» трайфлы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Три мини-самсы на шпажках, песочное тесто, начинка из говяжьего фарша	Три мини-самсы на шпажках, песочное тесто, начинка из говяжьего фарша	Таяқшадағы үш мини-самса, үгілмелі қамыр, сиыр етінің тартпасынан салма	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Утро в SOFIYA	Утро в SOFIYA	SOFIYA-дағы таң	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Фетакса, черри, маслины и микс салатов	Фетакса, черри, маслины и микс салатов	Фетакса, черри, зәйтүн және салат миксі	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Хрустящая панировка, нежная картофельная начинка	Хрустящая панировка, нежная картофельная начинка	Қытырлақ аунатпа, жұмсақ картоп салмасы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Хрустящий баклажан, чиз-крем, руккола и кисло-сладкий соус	Хрустящий баклажан, чиз-крем, руккола и кисло-сладкий соус	Қытырлақ баялды, чиз-крем, рукола және қышқыл-тәтті соус	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	целый	целый	бүтін	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Черри помидоры, огурцы, фетакса, лук фиолетовый, микс салатов, лимон, маслины, орегано, перец болгарский	Черри помидоры, огурцы, фетакса, лук фиолетовый, микс салатов, лимон, маслины, орегано, перец болгарский	Черри қызанағы, қияр, фетакса, күлгін пияз, салат миксі, лимон, зәйтүн, орегано, болгар бұрышы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Шакшука	Шакшука	Шакшука	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Шоколадные коржи, карамель с арахисом и сметанный крем.	Шоколадные коржи, карамель с арахисом и сметанный крем.	Шоколадты қабаттар, жержаңғақты карамель және қаймақты крем.	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Шоколадные коржи, крем-чиз	Шоколадные коржи, крем-чиз	Шоколадты қабаттар, крем-чиз	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Шоколадные коржи, сметанный крем, карамель, арахис	Шоколадные коржи, сметанный крем, карамель, арахис	Шоколадты қабаттар, қаймақты крем, карамель, жержаңғақ	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Шоколадный бисквит, крем-чиз, вишнёвая начинка	Шоколадный бисквит, крем-чиз, вишнёвая начинка	Шоколадты бисквит, крем-чиз, шие салмасы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Шоколадный бисквит, крем-чиз, начинка вишня	Шоколадный бисквит, крем-чиз, начинка вишня	Шоколадты бисквит, крем-чиз, шие салмасы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Шоколадный бисквит, сметанный крем, начинка из орехов и безе	Шоколадный бисквит, сметанный крем, начинка из орехов и безе	Шоколадты бисквит, қаймақты крем, жаңғақ пен безе салмасы	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Яйца, сёмга малосольная, микс салатов, соус тар-тар, лимон, икра форелевая, соус песто, хлеб фитнес, сыр плавленый	Яйца, сёмга малосольная, микс салатов, соус тар-тар, лимон, икра форелевая, соус песто, хлеб фитнес, сыр плавленый	Жұмыртқа, әлсіз тұздалған арқан балық, салат миксі, тартар соусы, лимон, форель уылдырығы, песто соусы, фитнес наны, балқытылған ірімшік	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Яйца, томлёные с томатами, луком и болгарским перцем	Яйца, томлёные с томатами, луком и болгарским перцем	Қызанақ, пияз және болгар бұрышымен баяу пісірілген жұмыртқа	DRAFT_REQUIRES_KK_EDITORIAL
catalog	src/i18n/catalog.ts	Яйцо, говядина, авокадо и крем-чиз на бородинском хлебе	Яйцо, говядина, авокадо и крем-чиз на бородинском хлебе	Бородино нанындағы жұмыртқа, сиыр еті, авокадо және крем-чиз	DRAFT_REQUIRES_KK_EDITORIAL
